Name: Sealed Graffiti | Tilt (Bazooka Pink)                                      $0.03 USD           #1,472
Name: MAC-10 | Graven (Field-Tested)                                             $3.95 USD           #72
Name: MAG-7 | Bulldozer (Minimal Wear)                                           $3.95 USD           #89
Name: P250 | Mehndi (Field-Tested)                                               $3.95 USD           #91
Name: P90 | Virus (Factory New)                                                  $3.96 USD           #27
Name: AWP | Elite Build (Battle-Scarred)                                         $3.96 USD           #101
Name: SG 553 | Cyrex (Minimal Wear)                                              $3.97 USD           #61
Name: PP-Bizon | Judgement of Anubis (Well-Worn)                                 $3.97 USD           #32
Name: M4A4 | Griffin (Well-Worn)                                                 $3.97 USD           #32
Name: FAMAS | Roll Cage (Field-Tested)                                           $3.97 USD           #112
Name: P2000 | Chainmail (Minimal Wear)                                           $3.98 USD           #77
Name: StatTrak(TM) Music Kit | Twin Atlantic, GLA                                $3.98 USD           #90
Name: AK-47 | Cartel (Minimal Wear)                                              $3.98 USD           #247
Name: MP9 | Dark Age (Minimal Wear)                                              $3.99 USD           #75
Name: P250 | Asiimov (Field-Tested)                                              $3.99 USD           #210
Name: StatTrak(TM) Glock-18 | Bunsen Burner (Factory New)                        $3.99 USD           #94
Name: Music Kit | Sasha, LNOE                                                    $3.99 USD           #50
Name: P2000 | Chainmail (Factory New)                                            $3.99 USD           #183
Name: Souvenir CZ75-Auto | Nitro (Field-Tested)                                  $3.99 USD           #33
Name: StatTrak(TM) Five-SeveN | Fowl Play (Battle-Scarred)                       $3.99 USD           #29
Name: Sticker | Stan (Holo)                                                      $3.99 USD           #27
Name: Souvenir SSG 08 | Blue Spruce (Well-Worn)                                  $3.99 USD           #15
Name: Sticker | pashaBiceps (Foil) | Cologne 2016                                $3.99 USD           #17
Name: XM1014 | Red Leather (Minimal Wear)                                        $3.99 USD           #21
Name: Sawed-Off | The Kraken (Minimal Wear)                                      $4.00 USD           #86
Name: StatTrak(TM) MP7 | Cirrus (Factory New)                                    $4.00 USD           #39
Name: CZ75-Auto | The Fuschia Is Now (Minimal Wear)                              $4.02 USD           #34
Name: StatTrak(TM) P90 | Blind Spot (Factory New)                                $4.03 USD           #106
Name: Sticker | JW (Foil) | Cologne 2016                                         $4.04 USD           #13
Name: M4A4 | The Battlestar (Battle-Scarred)                                     $4.04 USD           #42
Name: Nova | Tempest (Factory New)                                               $4.04 USD           #35
Name: Sticker | n0thing (Foil) | Cluj-Napoca 2015                                $4.04 USD           #12
Name: StatTrak(TM) AUG | Fleet Flock (Field-Tested)                              $4.05 USD           #19
Name: StatTrak(TM) XM1014 | Teclu Burner (Battle-Scarred)                        $4.05 USD           #5
Name: Music Kit | Beartooth, Disgusting                                          $4.05 USD           #72
Name: P250 | Bone Mask (Factory New)                                             $4.07 USD           #31
Name: Sticker | kennyS | MLG Columbus 2016                                       $4.06 USD           #28
Name: Sticker | Natus Vincere (Holo) | Atlanta 2017                              $4.07 USD           #75
Name: StatTrak(TM) USP-S | Guardian (Minimal Wear)                               $4.07 USD           #145
Name: Souvenir SSG 08 | Tropical Storm (Minimal Wear)                            $4.07 USD           #32
Name: Sticker | ELEAGUE (Foil) | Atlanta 2017                                    $4.07 USD           #31
Name: M4A1-S | Bright Water (Field-Tested)                                       $4.08 USD           #157
Name: Desert Eagle | Kumicho Dragon (Battle-Scarred)                             $4.08 USD           #63
Name: StatTrak(TM) PP-Bizon | Antique (Factory New)                              $4.08 USD           #46
Name: Inferno Pin                                                                $4.08 USD           #27
Name: MAC-10 | Graven (Battle-Scarred)                                           $4.08 USD           #35
Name: Souvenir SG 553 | Fallout Warning (Factory New)                            $4.09 USD           #45
Name: Souvenir AUG | Contractor (Battle-Scarred)                                 $4.09 USD           #24
Name: Souvenir Nova | Predator (Factory New)                                     $4.09 USD           #17
Name: MAG-7 | Sand Dune (Factory New)                                            $4.10 USD           #13
Name: StatTrak(TM) FAMAS | Pulse (Minimal Wear)                                  $4.10 USD           #74
Name: PP-Bizon | Carbon Fiber (Factory New)                                      $4.10 USD           #149
Name: M4A1-S | Bright Water (Minimal Wear)                                       $4.10 USD           #395
Name: Souvenir MP9 | Sand Dashed (Factory New)                                   $4.10 USD           #17
Name: StatTrak(TM) Five-SeveN | Monkey Business (Well-Worn)                      $4.10 USD           #103
Name: SCAR-20 | Cyrex (Well-Worn)                                                $4.10 USD           #10
Name: StatTrak(TM) Glock-18 | Steel Disruption (Factory New)                     $4.10 USD           #69
Name: Cologne 2016 Dust II Souvenir Package                                      $4.10 USD           #82
Name: StatTrak(TM) MAC-10 | Last Dive (Factory New)                              $4.10 USD           #48
Name: Souvenir FAMAS | Colony (Minimal Wear)                                     $4.17 USD           #21
Name: StatTrak(TM) FAMAS | Pulse (Well-Worn)                                     $4.15 USD           #14
Name: Atlanta 2017 Legends (Holo-Foil)                                           $4.17 USD           #180
Name: SG 553 | Tiger Moth (Factory New)                                          $4.17 USD           #44
Name: Krakow 2017 Cache Souvenir Package                                         $4.17 USD           #276
Name: CZ75-Auto | Xiangliu (Well-Worn)                                           $4.17 USD           #29
Name: StatTrak(TM) MP9 | Airlock (Well-Worn)                                     $4.17 USD           #13
Name: Sticker | Natus Vincere (Foil) | DreamHack 2014                            $4.18 USD           #72
Name: Sticker | device (Foil) | MLG Columbus 2016                                $4.18 USD           #24
Name: Sticker | Phoenix Reborn (Foil)                                            $4.18 USD           #38
Name: Sticker | Copenhagen Wolves (Holo) | Cologne 2014                          $4.18 USD           #89
Name: Sticker | Cloud9 G2A | Katowice 2015                                       $4.19 USD           #137
Name: G3SG1 | Demeter (Factory New)                                              $4.20 USD           #16
Name: Cologne 2016 Mirage Souvenir Package                                       $4.19 USD           #111
Name: Sticker | LGB eSports | Katowice 2015                                      $4.19 USD           #130
Name: MAC-10 | Amber Fade (Factory New)                                          $4.19 USD           #36
Name: Sticker | TACO (Foil) | Atlanta 2017                                       $4.19 USD           #16
Name: Souvenir MAC-10 | Indigo (Factory New)                                     $4.20 USD           #11
Name: USP-S | Overgrowth (Battle-Scarred)                                        $4.20 USD           #33
Name: Atlanta 2017 Cache Souvenir Package                                        $4.22 USD           #244
Name: CZ75-Auto | Green Plaid (Well-Worn)                                        $4.33 USD           #54
Name: StatTrak(TM) Tec-9 | Titanium Bit (Factory New)                            $4.22 USD           #30
Name: Sticker | Hiko (Foil) | Atlanta 2017                                       $4.22 USD           #9
Name: Souvenir MP9 | Dark Age (Factory New)                                      $4.22 USD           #44
Name: Sticker | Luck Skill (Foil)                                                $4.22 USD           #40
Name: Sticker | G2 Esports (Foil) | Krakow 2017                                  $4.23 USD           #70
Name: FAMAS | Mecha Industries (Factory New)                                     $4.25 USD           #159
Name: Dual Berettas | Cobra Strike (Minimal Wear)                                $4.25 USD           #72
Name: CZ75-Auto | Emerald (Minimal Wear)                                         $4.25 USD           #21
Name: M4A1-S | Bright Water (Minimal Wear)                                       $4.25 USD           #394
Name: StatTrak(TM) G3SG1 | The Executioner (Battle-Scarred)                      $4.25 USD           #15
Name: SCAR-20 | Crimson Web (Factory New)                                        $4.25 USD           #21
Name: MP9 | Dark Age (Factory New)                                               $4.26 USD           #175
Name: FAMAS | Pulse (Well-Worn)                                                  $4.26 USD           #17
Name: StatTrak(TM) Sawed-Off | Highwayman (Factory New)                          $4.27 USD           #19
Name: Sticker | Team EnVyUs (Foil) | Atlanta 2017                                $4.27 USD           #49
Name: Souvenir Desert Eagle | Urban Rubble (Well-Worn)                           $4.29 USD           #11
Name: Souvenir P250 | Boreal Forest (Minimal Wear)                               $4.29 USD           #29
Name: Souvenir USP-S | Royal Blue (Well-Worn)                                    $4.30 USD           #33
Name: Souvenir P90 | Fallout Warning (Minimal Wear)                              $4.30 USD           #42
Name: Five-SeveN | Contractor (Factory New)                                      $4.30 USD           #20
Name: Sticker | OpTic Gaming (Foil) | Cologne 2016                               $4.30 USD           #38
Name: CZ75-Auto | Victoria (Battle-Scarred)                                      $4.30 USD           #15
Name: Souvenir AUG | Storm (Well-Worn)                                           $4.30 USD           #16
Name: Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014                        $4.31 USD           #105
Name: CZ75-Auto | Xiangliu (Battle-Scarred)                                      $4.32 USD           #28
Name: Sticker | fnx (Foil) | Cologne 2016                                        $4.33 USD           #20
Name: P90 | Shallow Grave (Factory New)                                          $4.33 USD           #104
Name: StatTrak(TM) SSG 08 | Death's Head (Battle-Scarred)                        $4.33 USD           #9
Name: Sealed Graffiti | Clutch King                                              $4.33 USD           #27
Name: FAMAS | Afterimage (Factory New)                                           $4.34 USD           #51
Name: StatTrak(TM) USP-S | Blueprint (Field-Tested)                              $4.34 USD           #95
Name: Sticker | Epsilon eSports (Holo) | Cologne 2014                            $4.37 USD           #35
Name: Souvenir P90 | Sand Spray (Factory New)                                    $4.37 USD           #14
Name: MAC-10 | Neon Rider (Minimal Wear)                                         $4.38 USD           #97
Name: Sticker | Team LDLC.com (Holo) | Cologne 2014                              $4.38 USD           #102
Name: ESL One Cologne 2015 Dust II Souvenir Package                              $4.39 USD           #143
Name: Sawed-Off | First Class (Field-Tested)                                     $4.40 USD           #20
Name: MLG Columbus 2016 Train Souvenir Package                                   $4.40 USD           #64
Name: P2000 | Chainmail (Field-Tested)                                           $4.40 USD           #24
Name: Souvenir Galil AR | Cerberus (Battle-Scarred)                              $4.40 USD           #22
Name: MAC-10 | Graven (Minimal Wear)                                             $4.40 USD           #31
Name: StatTrak(TM) CZ75-Auto | Tread Plate (Factory New)                         $4.40 USD           #24
Name: Sticker | Perry (Holo)                                                     $4.41 USD           #39
Name: AWP | Elite Build (Field-Tested)                                           $4.41 USD           #197
Name: Sticker | G2 Esports (Foil) | Cologne 2016                                 $4.41 USD           #77
Name: StatTrak(TM) Music Kit | Beartooth, Aggressive                             $4.42 USD           #117
Name: SG 553 | Wave Spray (Factory New)                                          $4.42 USD           #23
Name: Autograph Capsule | Legends (Foil) | Atlanta 2017                          $4.42 USD           #83
Name: Glock-18 | Reactor (Factory New)                                           $4.42 USD           #54
Name: M4A4 | Desert-Strike (Minimal Wear)                                        $4.43 USD           #106
Name: P250 | Undertow (Minimal Wear)                                             $4.43 USD           #71
Name: Souvenir MP9 | Setting Sun (Minimal Wear)                                  $4.43 USD           #23
Name: Sticker | Cloud9 (Foil) | Cluj-Napoca 2015                                 $4.44 USD           #56
Name: Sticker | PENTA Sports (Foil) | Katowice 2015                              $4.45 USD           #35
Name: StatTrak(TM) USP-S | Blood Tiger (Factory New)                             $4.45 USD           #144
Name: Galil AR | Sugar Rush (Minimal Wear)                                       $4.46 USD           #65
Name: M4A1-S | Guardian (Field-Tested)                                           $4.48 USD           #238
Name: Sticker | mousesports (Foil) | Atlanta 2017                                $4.48 USD           #78
Name: Desert Eagle | Kumicho Dragon (Field-Tested)                               $4.48 USD           #152
Name: MAC-10 | Curse (Well-Worn)                                                 $4.48 USD           #12
Name: MAC-10 | Graven (Well-Worn)                                                $4.48 USD           #17
Name: Music Kit | Mateo Messina, For No Mankind                                  $4.49 USD           #27
Name: M4A4 | Zirka (Minimal Wear)                                                $4.49 USD           #199
Name: CZ75-Auto | Yellow Jacket (Minimal Wear)                                   $4.49 USD           #44
Name: Sticker | bodyy (Foil) | Cologne 2016                                      $4.49 USD           #13
Name: USP-S | Caiman (Minimal Wear)                                              $4.50 USD           #100
Name: StatTrak(TM) FAMAS | Valence (Minimal Wear)                                $4.51 USD           #43
Name: Sticker | GeT_RiGhT (Foil) | Cologne 2016                                  $4.51 USD           #24
Name: StatTrak(TM) SSG 08 | Death's Head (Minimal Wear)                          $4.51 USD           #35
Name: Sticker | FaZe Clan (Foil) | Krakow 2017                                   $4.51 USD           #103
Name: Sticker | Boom (Foil)                                                      $4.51 USD           #21
Name: R8 Revolver | Fade (Minimal Wear)                                          $4.51 USD           #93
Name: StatTrak(TM) SCAR-20 | Bloodsport (Field-Tested)                           $4.51 USD           #45
Name: Music Kit | Skog, II-Headshot                                              $4.52 USD           #26
Name: Sticker | OpTic Gaming (Holo) | Atlanta 2017                               $4.52 USD           #56
Name: MAC-10 | Commuter (Factory New)                                            $4.53 USD           #27
Name: Sticker | The Pro(Foil)                                                    $4.53 USD           #120
Name: SCAR-20 | Splash Jam (Battle-Scarred)                                      $4.53 USD           #19
Name: Nova | Bloomstick (Battle-Scarred)                                         $4.55 USD           #8
Name: AWP | Elite Build (Well-Worn)                                              $4.55 USD           #77
Name: Sticker | Snax (Foil) | Cologne 2016                                       $4.55 USD           #35
Name: Souvenir P250 | Metallic DDPAT (Minimal Wear)                              $4.57 USD           #19
Name: M4A1-S | Flashback (Factory New)                                           $4.57 USD           #175
Name: Dual Berettas | Marina (Factory New)                                       $4.57 USD           #37
Name: Dual Berettas | Retribution (Well-Worn)                                    $4.57 USD           #31
Name: Dual Berettas | Black Limba (Factory New)                                  $4.57 USD           #13
Name: Souvenir Dual Berettas | Stained (Field-Tested)                            $4.60 USD           #17
Name: Souvenir M4A4 | Urban DDPAT (Well-Worn)                                    $4.60 USD           #27
Name: Souvenir Tec-9 | Red Quartz (Field-Tested)                                 $4.60 USD           #29
Name: StatTrak(TM) Nova | Bloomstick (Field-Tested)                              $4.61 USD           #27
Name: P250 | Muertos (Factory New)                                               $4.62 USD           #53
Name: MAC-10 | Ultraviolet (Factory New)                                         $4.62 USD           #11
Name: StatTrak(TM) MP9 | Rose Iron (Minimal Wear)                                $4.63 USD           #43
Name: Souvenir FAMAS | Styx (Battle-Scarred)                                     $4.63 USD           #16
Name: StatTrak(TM) MAC-10 | Curse (Battle-Scarred)                               $4.64 USD           #24
Name: StatTrak(TM) P90 | Elite Build (Factory New)                               $4.64 USD           #56
Name: Galil AR | Eco (Minimal Wear)                                              $4.64 USD           #46
Name: Souvenir MP7 | Army Recon (Minimal Wear)                                   $4.65 USD           #16
Name: Autograph Capsule | Cloud9 | MLG Columbus 2016                             $4.65 USD           #130
Name: StatTrak(TM) AUG | Syd Mead (Battle-Scarred)                               $4.65 USD           #18
Name: Negev | CaliCamo (Well-Worn)                                               $4.66 USD           #23
Name: StatTrak(TM) MP9 | Airlock (Field-Tested)                                  $4.67 USD           #22
Name: Sticker | dAT team (Holo) | Cologne 2014                                   $4.68 USD           #64
Name: StatTrak(TM) UMP-45 | Scaffold (Minimal Wear)                              $4.69 USD           #65
Name: Souvenir PP-Bizon | Sand Dashed (Battle-Scarred)                           $4.69 USD           #13
Name: Music Kit | Various Artists, Hotline Miami                                 $4.69 USD           #87
Name: StatTrak(TM) P90 | Grim (Factory New)                                      $4.72 USD           #121
Name: Souvenir Galil AR | Sage Spray (Battle-Scarred)                            $4.74 USD           #16
Name: Music Kit | Darude, Moments CSGO                                           $4.74 USD           #65
Name: Sticker | jdm64 (Foil) | Atlanta 2017                                      $4.75 USD           #18
Name: StatTrak(TM) CZ75-Auto | Red Astor (Minimal Wear)                          $4.74 USD           #46
Name: Souvenir Dual Berettas | Stained (Well-Worn)                               $4.74 USD           #10
Name: Souvenir Glock-18 | Reactor (Battle-Scarred)                               $4.74 USD           #19
Name: AWP | Sun in Leo (Factory New)                                             $4.75 USD           #370
Name: Sticker | tarik (Foil) | Cologne 2016                                      $4.76 USD           #10
Name: Souvenir Nova | Walnut (Factory New)                                       $4.76 USD           #29
Name: StatTrak(TM) Tec-9 | Re-Entry (Factory New)                                $4.76 USD           #123
Name: MAG-7 | Hazard (Battle-Scarred)                                            $4.78 USD           #14
Name: Sticker | TSM Kinguin (Foil) | Katowice 2015                               $4.78 USD           #44
Name: StatTrak(TM) M4A1-S | Briefing (Well-Worn)                                 $4.76 USD           #21
Name: ESL One Katowice 2015 Inferno Souvenir Package                             $4.78 USD           #89
Name: AUG | Fleet Flock (Factory New)                                            $4.77 USD           #37
Name: StatTrak(TM) P90 | Shapewood (Well-Worn)                                   $4.77 USD           #14
Name: CZ75-Auto | Xiangliu (Minimal Wear)                                        $4.77 USD           #193
Name: UMP-45 | Fallout Warning (Minimal Wear)                                    $4.78 USD           #24
Name: StatTrak(TM) G3SG1 | The Executioner (Field-Tested)                        $4.78 USD           #40
Name: Sticker | Fnatic (Holo) | Atlanta 2017                                     $4.78 USD           #54
Name: Souvenir MP9 | Storm (Factory New)                                         $4.78 USD           #11
Name: StatTrak(TM) Five-SeveN | Monkey Business (Field-Tested)                   $4.78 USD           #179
Name: Souvenir P250 | Contamination (Factory New)                                $4.78 USD           #44
Name: MLG Columbus 2016 Cache Souvenir Package                                   $4.79 USD           #150
Name: SSG 08 | Lichen Dashed (Minimal Wear)                                      $4.79 USD           #23
Name: M4A4 | The Battlestar (Field-Tested)                                       $4.79 USD           #130
Name: USP-S | Blueprint (Factory New)                                            $4.79 USD           #78
Name: Sticker | GuardiaN (Foil) | Cologne 2016                                   $4.80 USD           #27
Name: M4A4 | Zirka (Well-Worn)                                                   $4.80 USD           #18
Name: MP9 | Airlock (Factory New)                                                $4.80 USD           #49
Name: StatTrak(TM) SSG 08 | Ghost Crusader (Minimal Wear)                        $4.83 USD           #67
Name: StatTrak(TM) CZ75-Auto | Pole Position (Factory New)                       $4.83 USD           #35
Name: USP-S | Cyrex (Factory New)                                                $4.83 USD           #421
Name: Sticker | Move It(Foil)                                                    $4.84 USD           #14
Name: StatTrak(TM) PP-Bizon | Antique (Battle-Scarred)                           $4.79 USD           #9
Name: CZ75-Auto | Victoria (Field-Tested)                                        $4.84 USD           #48
Name: ESL One Katowice 2015 Dust II Souvenir Package                             $4.85 USD           #128
Name: StatTrak(TM) Glock-18 | Ironwork (Factory New)                             $4.85 USD           #29
Name: StatTrak(TM) M4A4 | Faded Zebra (Field-Tested)                             $4.86 USD           #246
Name: Souvenir Desert Eagle | Urban Rubble (Minimal Wear)                        $4.86 USD           #31
Name: Sticker | JW (Foil) | Atlanta 2017                                         $4.87 USD           #18
Name: Souvenir MP9 | Orange Peel (Field-Tested)                                  $4.88 USD           #16
Name: M4A1-S | Guardian (Minimal Wear)                                           $4.88 USD           #260
Name: AK-47 | Blue Laminate (Factory New)                                        $4.89 USD           #922
Name: G3SG1 | Arctic Camo (Well-Worn)                                            $4.89 USD           #40
Name: Sticker | Team EnVyUs (Holo) | Katowice 2015                               $4.89 USD           #88
Name: Mirage Pin                                                                 $4.89 USD           #38
Name: Music Kit | Daniel Sadowski, Crimson Assault                               $4.90 USD           #40
Name: P250 | Mehndi (Minimal Wear)                                               $4.90 USD           #69
Name: Sticker | Skadoodle (Foil) | Cologne 2015                                  $4.91 USD           #31
Name: StatTrak(TM) Five-SeveN | Copper Galaxy (Field-Tested)                     $4.91 USD           #16
Name: Souvenir CZ75-Auto | Nitro (Well-Worn)                                     $4.92 USD           #13
Name: Souvenir USP-S | Royal Blue (Field-Tested)                                 $4.94 USD           #141
Name: M4A1-S | Atomic Alloy (Minimal Wear)                                       $4.95 USD           #512
Name: Sticker | shox (Foil) | MLG Columbus 2016                                  $4.95 USD           #29
Name: Sawed-Off | First Class (Factory New)                                      $4.97 USD           #22
Name: StatTrak(TM) P90 | Shapewood (Field-Tested)                                $4.97 USD           #23
Name: Sticker | Astralis (Holo) | Atlanta 2017                                   $4.97 USD           #46
Name: Sticker | olofmeister (Foil) | Cologne 2016                                $4.98 USD           #15
Name: MP9 | Bulldozer (Field-Tested)                                             $4.98 USD           #46
Name: Sticker | NBK- (Foil) | Cologne 2016                                       $4.98 USD           #11
Name: Five-SeveN | Neon Kimono (Battle-Scarred)                                  $4.99 USD           #19
Name: DreamHack Cluj-Napoca 2015 Dust II Souvenir Package                        $5.00 USD           #103
Name: UMP-45 | Primal Saber (Well-Worn)                                          $5.00 USD           #29
Name: M4A4 | %E9%BE%8D%E7%8E%8B (Dragon King) (Battle-Scarred)                   $5.00 USD           #75
Name: Overpass Pin                                                               $5.00 USD           #34
Name: StatTrak(TM) PP-Bizon | Fuel Rod (Minimal Wear)                            $5.00 USD           #25
Name: Souvenir Sawed-Off | Irradiated Alert (Factory New)                        $5.00 USD           #12
Name: MLG Columbus 2016 Dust II Souvenir Package                                 $5.00 USD           #76
Name: Souvenir G3SG1 | VariCamo (Battle-Scarred)                                 $5.00 USD           #4
Name: XM1014 | Red Leather (Factory New)                                         $5.01 USD           #31
Name: Cologne 2016 Cache Souvenir Package                                        $5.01 USD           #114
Name: Sticker | FalleN (Foil) | MLG Columbus 2016                                $5.01 USD           #36
Name: StatTrak(TM) AUG | Syd Mead (Field-Tested)                                 $5.01 USD           #80
Name: Cologne 2016 Cache Souvenir Package                                        $5.01 USD           #114
Name: Sticker | FalleN (Foil) | MLG Columbus 2016                                $5.01 USD           #36
Name: XM1014 | Blaze Orange (Minimal Wear)                                       $5.01 USD           #19
Name: Sticker | Happy (Foil) | Atlanta 2017                                      $5.06 USD           #7
Name: StatTrak(TM) Galil AR | Rocket Pop (Factory New)                           $5.03 USD           #50
Name: Sticker | NEO (Foil) | Atlanta 2017                                        $5.06 USD           #8
Name: DreamHack Cluj-Napoca 2015 Mirage Souvenir Package                         $5.06 USD           #70
Name: MP7 | Nemesis (Factory New)                                                $5.08 USD           #111
Name: StatTrak(TM) AUG | Ricochet (Factory New)                                  $5.09 USD           #26
Name: Sticker | kioShiMa (Foil) | Cologne 2016                                   $5.09 USD           #11
Name: StatTrak(TM) XM1014 | Black Tie (Factory New)                              $5.10 USD           #30
Name: Souvenir Desert Eagle | Urban Rubble (Battle-Scarred)                      $5.10 USD           #16
Name: Sticker | kioShiMa (Foil) | Atlanta 2017                                   $5.11 USD           #21
Name: StatTrak(TM) Desert Eagle | Corinthian (Factory New)                       $5.12 USD           #138
Name: StatTrak(TM) Sawed-Off | Orange DDPAT (Field-Tested)                       $5.12 USD           #50
Name: StatTrak(TM) SG 553 | Cyrex (Battle-Scarred)                               $5.13 USD           #30
Name: StatTrak(TM) P2000 | Imperial Dragon (Field-Tested)                        $5.13 USD           #81
Name: MP9 | Dry Season (Battle-Scarred)                                          $5.13 USD           #58
Name: StatTrak(TM) Glock-18 | Blue Fissure (Well-Worn)                           $5.13 USD           #17
Name: StatTrak(TM) MP7 | Special Delivery (Factory New)                          $5.14 USD           #26
Name: Sticker | HellRaisers (Holo) | Katowice 2015                               $5.14 USD           #115
Name: PP-Bizon | Blue Streak (Factory New)                                       $5.15 USD           #26
Name: StatTrak(TM) FAMAS | Sergeant (Minimal Wear)                               $5.15 USD           #16
Name: Glock-18 | Water Elemental (Minimal Wear)                                  $5.15 USD           #342
Name: Souvenir MAC-10 | Amber Fade (Well-Worn)                                   $5.17 USD           #13
Name: Sticker | G2 Esports (Holo) | Atlanta 2017                                 $5.18 USD           #36
Name: XM1014 | Blaze Orange (Well-Worn)                                          $5.18 USD           #22
Name: Sticker | Countdown (Foil)                                                 $5.19 USD           #25
Name: G3SG1 | Demeter (Battle-Scarred)                                           $5.19 USD           #78
Name: Sticker | SK Gaming (Holo) | Atlanta 2017                                  $5.19 USD           #43
Name: Sticker | Titan (Foil) | Cluj-Napoca 2015                                  $5.19 USD           #116
Name: Desert Eagle | Heirloom (Factory New)                                      $5.19 USD           #44
Name: StatTrak(TM) M4A4 | Faded Zebra (Well-Worn)                                $5.20 USD           #79
Name: Sawed-Off | The Kraken (Factory New)                                       $5.20 USD           #61
Name: StatTrak(TM) M4A1-S | Flashback (Well-Worn)                                $5.21 USD           #127
Name: P2000 | Fire Elemental (Field-Tested)                                      $5.21 USD           #118
Name: FAMAS | Djinn (Factory New)                                                $5.21 USD           #40
Name: P2000 | Fire Elemental (Battle-Scarred)                                    $5.21 USD           #24
Name: StatTrak(TM) MAG-7 | Praetorian (Factory New)                              $5.21 USD           #20
Name: StatTrak(TM) Dual Berettas | Dualing Dragons (Factory New)                 $5.21 USD           #21
Name: PP-Bizon | Irradiated Alert (Factory New)                                  $5.22 USD           #25
Name: P90 | Asiimov (Field-Tested)                                               $5.22 USD           #88
Name: Guardian Pin                                                               $5.22 USD           #102
Name: StatTrak(TM) G3SG1 | Flux (Battle-Scarred)                                 $5.22 USD           #27
Name: StatTrak(TM) Nova | Graphite (Factory New)                                 $5.23 USD           #59
Name: Sticker | PENTA Sports | DreamHack 2014                                    $5.23 USD           #30
Name: StatTrak(TM) Five-SeveN | Triumvirate (Factory New)                        $5.23 USD           #39
Name: Souvenir Tec-9 | Brass (Minimal Wear)                                      $5.24 USD           #50
Name: StatTrak(TM) Music Kit | Roam, Backbone                                    $5.24 USD           #62
Name: Tec-9 | Terrace (Factory New)                                              $5.24 USD           #25
Name: Sticker | HellRaisers (Foil) | Atlanta 2017                                $5.25 USD           #23
Name: StatTrak(TM) P90 | Chopper (Factory New)                                   $5.25 USD           #57
Name: StatTrak(TM) Galil AR | Orange DDPAT (Battle-Scarred)                      $5.26 USD           #17
Name: Sticker | Flipsid3 Tactics (Foil) | Atlanta 2017                           $5.26 USD           #17
Name: Sawed-Off | The Kraken (Well-Worn)                                         $5.29 USD           #6
Name: Sticker | GODSENT (Holo) | Atlanta 2017                                    $5.29 USD           #43
Name: StatTrak(TM) Dual Berettas | Hemoglobin (Field-Tested)                     $5.35 USD           #10
Name: StatTrak(TM) M4A1-S | Flashback (Battle-Scarred)                           $5.29 USD           #66
Name: StatTrak(TM) Galil AR | Firefight (Factory New)                            $5.30 USD           #27
Name: StatTrak(TM) G3SG1 | The Executioner (Well-Worn)                           $5.32 USD           #17
Name: Souvenir PP-Bizon | Irradiated Alert (Factory New)                         $5.33 USD           #12
Name: StatTrak(TM) Music Kit | Skog, II-Headshot                                 $5.34 USD           #38
Name: StatTrak(TM) MP7 | Impire (Well-Worn)                                      $5.34 USD           #6
Name: Dual Berettas | Duelist (Field-Tested)                                     $5.34 USD           #36
Name: StatTrak(TM) Five-SeveN | Retrobution (Minimal Wear)                       $5.35 USD           #42
Name: StatTrak(TM) SCAR-20 | Cardiac (Well-Worn)                                 $5.35 USD           #20
Name: Sticker | Dosia (Foil) | Cologne 2016                                      $5.35 USD           #16
Name: Sticker | Astralis (Foil) | Cologne 2016                                   $5.35 USD           #48
Name: Sticker | RUSH (Foil) | Atlanta 2017                                       $5.35 USD           #14
Name: StatTrak(TM) USP-S | Blueprint (Well-Worn)                                 $5.36 USD           #14
Name: Office Pin                                                                 $5.36 USD           #69
Name: MP7 | Orange Peel (Battle-Scarred)                                         $5.37 USD           #21
Name: USP-S | Caiman (Factory New)                                               $5.37 USD           #102
Name: StatTrak(TM) CZ75-Auto | Hexane (Factory New)                              $5.38 USD           #68
Name: StatTrak(TM) Sawed-Off | Wasteland Princess (Field-Tested)                 $5.40 USD           #22
Name: Krakow 2017 Overpass Souvenir Package                                      $5.40 USD           #1,085
Name: Sticker | Lucky 13 (Foil)                                                  $5.42 USD           #43
Name: Souvenir FAMAS | Cyanospatter (Battle-Scarred)                             $5.45 USD           #10
Name: StatTrak(TM) Negev | Power Loader (Minimal Wear)                           $5.45 USD           #27
Name: P2000 | Corticera (Factory New)                                            $5.45 USD           #29
Name: StatTrak(TM) AUG | Bengal Tiger (Battle-Scarred)                           $5.57 USD           #16
Name: MAC-10 | Urban DDPAT (Factory New)                                         $5.49 USD           #14
Name: StatTrak(TM) Desert Eagle | Heirloom (Field-Tested)                        $5.47 USD           #97
Name: StatTrak(TM) Nova | Rising Skull (Factory New)                             $5.47 USD           #60
Name: StatTrak(TM) Desert Eagle | Crimson Web (Battle-Scarred)                   $5.47 USD           #28
Name: M4A4 | %E9%BE%8D%E7%8E%8B (Dragon King) (Field-Tested)                     $5.48 USD           #274
Name: StatTrak(TM) P2000 | Corticera (Field-Tested)                              $5.48 USD           #23
Name: P90 | Asiimov (Well-Worn)                                                  $5.49 USD           #68
Name: Souvenir Glock-18 | Groundwater (Minimal Wear)                             $5.49 USD           #48
Name: Sticker | tarik (Foil) | Atlanta 2017                                      $5.49 USD           #13
Name: P250 | Whiteout (Minimal Wear)                                             $5.49 USD           #180
